,Member_type,Duration(day)
120183,Teacher,7.0
120184,Teacher,41.0
120187,Teacher,30.0
120188,Teacher,28.0
120189,Teacher,11.0
120190,Teacher,31.0
120191,Teacher,61.0
120192,Teacher,11.0
120193,Teacher,35.0
120194,Teacher,36.0
120195,Teacher,55.0
120196,Teacher,27.0
120197,Teacher,59.0
120198,Teacher,4.0
120199,Teacher,2.0
120200,Teacher,50.0
120201,Teacher,34.0
120202,Teacher,2.0
120203,Teacher,14.0
120204,Teacher,52.0
120205,Teacher,118.0
120206,Teacher,41.0
120207,Teacher,54.0
120208,Teacher,14.0
120209,Teacher,38.0
120210,Teacher,4.0
120211,Teacher,25.0
120212,Teacher,30.0
120213,Teacher,34.0
120214,Teacher,11.0
120215,Teacher,32.0
120216,Teacher,56.0
120217,Teacher,21.0
120218,Teacher,14.0
120219,Teacher,8.0
120220,Teacher,14.0
120221,Teacher,59.0
120222,Teacher,19.0
120223,Teacher,30.0
120224,Teacher,33.0
120225,Teacher,58.0
120226,Teacher,61.0
120227,Teacher,69.0
120228,Teacher,26.0
120229,Teacher,28.0
120230,Teacher,29.0
120231,Teacher,29.0
120232,Teacher,30.0
120233,Teacher,36.0
120234,Teacher,208.0
120235,Teacher,139.0
120236,Teacher,197.0
120237,Teacher,140.0
120238,Teacher,205.0
120239,Teacher,6.0
120240,Teacher,31.0
120241,Teacher,6.0
120242,Teacher,57.0
120243,Teacher,19.0
120244,Teacher,68.0
120245,Teacher,17.0
120246,Teacher,56.0
120247,Teacher,57.0
120248,Teacher,31.0
120249,Teacher,30.0
120250,Teacher,56.0
120251,Teacher,4.0
120252,Teacher,14.0
120253,Teacher,91.0
120254,Teacher,168.0
120256,Teacher,14.0
120257,Teacher,33.0
120258,Teacher,135.0
120259,Teacher,38.0
120260,Teacher,39.0
120261,Teacher,7.0
120262,Teacher,2.0
120263,Teacher,17.0
120264,Teacher,48.0
120265,Teacher,68.0
120266,Teacher,62.0
120267,Teacher,28.0
120268,Teacher,8.0
120269,Teacher,57.0
120270,Teacher,28.0
120271,Teacher,8.0
120272,Teacher,13.0
120273,Teacher,42.0
120274,Teacher,31.0
120275,Teacher,31.0
120276,Teacher,32.0
120277,Teacher,30.0
120278,Teacher,30.0
120279,Teacher,13.0
120280,Teacher,8.0
120281,Teacher,41.0
120283,Teacher,7.0
120284,Teacher,38.0
120285,Teacher,179.0
120286,Teacher,64.0
120287,Teacher,25.0
120288,Teacher,2062.0
120289,Teacher,14.0
120290,Teacher,2.0
120292,Teacher,55.0
120293,Teacher,2.0
120294,Teacher,19.0
120295,Teacher,10.0
120296,Teacher,42.0
120297,Teacher,149.0
120298,Teacher,13.0
120299,Teacher,40.0
120300,Teacher,16.0
120301,Teacher,31.0
120302,Teacher,58.0
120303,Teacher,10.0
120304,Teacher,30.0
120305,Teacher,26.0
120306,Teacher,29.0
120307,Teacher,5.0
120308,Teacher,50.0
120309,Teacher,48.0
120310,Teacher,6.0
120311,Teacher,26.0
120312,Teacher,30.0
120313,Teacher,68.0
120314,Teacher,72.0
120315,Teacher,58.0
120316,Teacher,3.0
120317,Teacher,13.0
120318,Teacher,36.0
120319,Teacher,35.0
120320,Teacher,1085.0
120321,Teacher,33.0
120322,Teacher,55.0
120323,Teacher,43.0
120324,Teacher,28.0
120325,Teacher,36.0
120326,Teacher,48.0
120327,Teacher,7.0
120328,Teacher,17.0
120330,Teacher,28.0
120331,Teacher,656.0
120332,Teacher,10.0
120333,Teacher,21.0
120334,Teacher,4.0
120335,Teacher,14.0
120336,Teacher,30.0
120337,Teacher,31.0
120338,Teacher,30.0
120339,Teacher,6.0
120340,Teacher,54.0
120341,Teacher,30.0
120342,Teacher,28.0
120343,Teacher,29.0
120344,Teacher,9.0
120345,Teacher,41.0
120346,Teacher,82.0
120347,Teacher,47.0
120348,Teacher,56.0
120349,Teacher,29.0
120350,Teacher,43.0
120351,Teacher,291.0
120352,Teacher,11.0
120353,Teacher,53.0
120354,Teacher,59.0
120355,Teacher,28.0
120356,Teacher,7.0
120357,Teacher,30.0
120358,Teacher,44.0
120359,Teacher,14.0
120360,Teacher,56.0
120361,Teacher,34.0
120362,Teacher,51.0
120363,Teacher,386.0
120364,Teacher,441.0
120365,Teacher,356.0
120366,Teacher,332.0
120367,Teacher,768.0
120369,Teacher,62.0
120370,Teacher,7.0
120371,Teacher,48.0
120372,Teacher,30.0
120373,Teacher,11.0
120374,Teacher,2.0
120375,Teacher,22.0
120376,Teacher,62.0
120377,Teacher,131.0
120378,Teacher,160.0
120379,Teacher,50.0
120380,Teacher,13.0
120381,Teacher,13.0
120382,Teacher,14.0
120383,Teacher,2.0
120384,Teacher,14.0
120385,Teacher,34.0
120386,Teacher,10.0
120387,Teacher,44.0
120388,Teacher,265.0
120389,Teacher,6.0
120390,Teacher,63.0
120391,Teacher,28.0
120392,Teacher,8.0
120394,Teacher,21.0
120395,Teacher,26.0
120396,Teacher,25.0
120397,Teacher,2.0
120398,Teacher,57.0
120399,Teacher,28.0
120400,Teacher,12.0
120402,Teacher,28.0
120403,Teacher,56.0
120404,Teacher,30.0
120405,Teacher,34.0
120406,Teacher,31.0
120407,Teacher,2.0
120408,Teacher,7.0
120409,Teacher,55.0
120410,Teacher,8.0
120411,Teacher,31.0
120412,Teacher,20.0
120413,Teacher,25.0
120414,Teacher,27.0
120415,Teacher,4.0
120416,Teacher,62.0
120417,Teacher,28.0
120418,Teacher,29.0
120419,Teacher,34.0
120420,Teacher,22.0
120421,Teacher,24.0
120422,Teacher,14.0
120423,Teacher,14.0
120424,Teacher,50.0
120425,Teacher,6.0
120426,Teacher,31.0
120427,Teacher,268.0
120428,Teacher,41.0
120429,Teacher,21.0
120430,Teacher,24.0
120431,Teacher,14.0
120433,Teacher,39.0
120434,Teacher,25.0
120435,Teacher,12.0
120437,Teacher,259.0
120438,Teacher,31.0
120439,Teacher,30.0
120440,Teacher,33.0
120441,Teacher,28.0
120442,Teacher,27.0
120443,Teacher,445.0
120444,Teacher,24.0
120445,Teacher,6.0
120446,Teacher,97.0
120447,Teacher,290.0
120448,Teacher,150.0
120449,Teacher,358.0
120450,Teacher,95.0
120451,Teacher,30.0
120452,Teacher,60.0
120453,Teacher,31.0
120454,Teacher,19.0
120455,Teacher,29.0
120456,Teacher,29.0
120457,Teacher,31.0
120458,Teacher,30.0
120459,Teacher,59.0
120460,Teacher,10.0
120461,Teacher,26.0
120462,Teacher,49.0
120463,Teacher,173.0
120464,Teacher,26.0
120466,Teacher,5.0
120467,Teacher,34.0
120468,Teacher,63.0
120469,Teacher,45.0
120470,Teacher,53.0
120471,Teacher,42.0
120472,Teacher,8.0
120473,Teacher,44.0
120474,Teacher,1.0
120475,Teacher,57.0
120476,Teacher,1319.0
120477,Teacher,258.0
120478,Teacher,186.0
120479,Teacher,7.0
120480,Teacher,45.0
120481,Teacher,8.0
120482,Teacher,7.0
120483,Teacher,68.0
120484,Teacher,33.0
120485,Teacher,78.0
120486,Teacher,105.0
120487,Teacher,7.0
120488,Teacher,6.0
120489,Teacher,119.0
120490,Teacher,41.0
120491,Teacher,2623.0
120492,Teacher,133.0
120493,Teacher,24.0
120495,Teacher,31.0
120496,Teacher,59.0
120497,Teacher,27.0
120498,Teacher,2.0
120499,Teacher,42.0
120500,Teacher,26.0
120502,Teacher,29.0
120503,Teacher,66.0
120504,Teacher,198.0
120505,Teacher,574.0
120506,Teacher,344.0
120507,Teacher,75.0
120508,Teacher,27.0
120509,Teacher,5.0
120510,Teacher,28.0
120511,Teacher,10.0
120512,Teacher,3.0
120513,Teacher,226.0
120514,Teacher,369.0
120515,Teacher,169.0
120516,Teacher,3.0
120517,Teacher,3.0
120518,Teacher,56.0
120519,Teacher,21.0
120520,Teacher,19.0
120522,Teacher,29.0
120523,Teacher,12.0
120524,Teacher,10.0
120527,Teacher,29.0
120528,Teacher,117.0
120529,Teacher,41.0
120530,Teacher,98.0
120531,Teacher,72.0
120532,Teacher,4.0
120533,Teacher,11.0
120534,Teacher,28.0
120535,Teacher,79.0
120536,Teacher,15.0
120537,Teacher,27.0
120538,Teacher,30.0
120539,Teacher,28.0
120540,Teacher,25.0
120541,Teacher,63.0
120542,Teacher,62.0
120543,Teacher,123.0
120544,Teacher,32.0
120545,Teacher,60.0
120546,Teacher,21.0
120547,Teacher,85.0
120548,Teacher,5.0
120549,Teacher,9.0
120550,Teacher,20.0
120551,Teacher,25.0
120552,Teacher,7.0
120553,Teacher,15.0
120554,Teacher,14.0
120555,Teacher,30.0
120556,Teacher,386.0
120557,Teacher,349.0
120558,Teacher,281.0
120559,Teacher,29.0
120560,Teacher,7.0
120561,Teacher,55.0
120562,Teacher,149.0
120563,Teacher,135.0
120564,Teacher,183.0
120566,Teacher,5.0
120567,Teacher,28.0
120568,Teacher,31.0
120569,Teacher,32.0
120571,Teacher,13.0
120572,Teacher,7.0
120573,Teacher,24.0
120574,Teacher,9.0
120575,Teacher,39.0
120576,Teacher,42.0
120577,Teacher,41.0
120578,Teacher,162.0
120579,Teacher,3.0
120580,Teacher,602.0
120581,Teacher,59.0
120582,Teacher,126.0
120584,Teacher,216.0
120585,Teacher,51.0
120586,Teacher,30.0
120587,Teacher,58.0
120588,Teacher,57.0
120589,Teacher,58.0
120590,Teacher,35.0
120591,Teacher,23.0
120592,Teacher,26.0
120593,Teacher,1.0
120594,Teacher,13.0
120595,Teacher,33.0
120596,Teacher,29.0
120597,Teacher,29.0
120598,Teacher,29.0
120599,Teacher,29.0
120600,Teacher,29.0
120601,Teacher,10.0
120602,Teacher,29.0
120603,Teacher,29.0
120604,Teacher,59.0
120605,Teacher,19.0
120606,Teacher,60.0
120607,Teacher,25.0
120608,Teacher,29.0
120609,Teacher,126.0
120610,Teacher,112.0
120612,Teacher,1.0
120614,Teacher,24.0
120615,Teacher,20.0
120616,Teacher,49.0
120617,Teacher,30.0
120618,Teacher,13.0
120619,Teacher,24.0
120620,Teacher,128.0
120621,Teacher,31.0
120622,Teacher,245.0
120623,Teacher,57.0
120624,Teacher,11.0
120625,Teacher,6.0
120626,Teacher,175.0
120627,Teacher,125.0
120628,Teacher,27.0
120629,Teacher,67.0
120630,Teacher,52.0
120631,Teacher,29.0
120632,Teacher,24.0
120633,Teacher,57.0
120635,Teacher,28.0
120636,Teacher,61.0
120637,Teacher,10.0
120638,Teacher,28.0
120639,Teacher,168.0
120641,Teacher,30.0
120642,Teacher,5.0
120643,Teacher,4.0
120644,Teacher,7.0
120646,Teacher,10.0
120647,Teacher,3.0
120648,Teacher,16.0
120649,Teacher,52.0
120650,Teacher,53.0
120651,Teacher,28.0
120652,Teacher,24.0
120653,Teacher,20.0
120654,Teacher,10.0
120655,Teacher,57.0
120656,Teacher,39.0
120657,Teacher,58.0
120658,Teacher,119.0
120659,Teacher,34.0
120660,Teacher,21.0
120661,Teacher,53.0
120662,Teacher,21.0
120663,Teacher,34.0
120664,Teacher,30.0
120665,Teacher,42.0
120666,Teacher,93.0
120667,Teacher,8.0
120668,Teacher,61.0
120669,Teacher,27.0
120670,Teacher,93.0
120671,Teacher,26.0
120672,Teacher,13.0
120673,Teacher,27.0
120674,Teacher,4.0
120675,Teacher,92.0
120677,Teacher,26.0
120678,Teacher,28.0
120679,Teacher,39.0
120680,Teacher,22.0
120681,Teacher,6.0
120682,Teacher,50.0
120683,Teacher,26.0
120684,Teacher,12.0
120685,Teacher,10.0
120686,Teacher,10.0
120687,Teacher,364.0
120688,Teacher,449.0
120689,Teacher,347.0
120690,Teacher,352.0
120691,Teacher,756.0
120692,Teacher,48.0
120693,Teacher,25.0
120694,Teacher,15.0
120695,Teacher,46.0
120696,Teacher,63.0
120697,Teacher,40.0
120698,Teacher,176.0
120699,Teacher,19.0
120700,Teacher,356.0
120701,Teacher,1.0
120702,Teacher,27.0
120703,Teacher,42.0
120704,Teacher,20.0
120705,Teacher,21.0
120706,Teacher,8.0
120707,Teacher,11.0
120708,Teacher,10.0
120709,Teacher,26.0
120710,Teacher,29.0
120711,Teacher,36.0
120712,Teacher,29.0
120713,Teacher,27.0
120714,Teacher,28.0
120716,Teacher,7.0
120717,Teacher,169.0
120718,Teacher,14.0
120719,Teacher,15.0
120720,Teacher,56.0
120721,Teacher,30.0
120722,Teacher,61.0
120723,Teacher,56.0
120724,Teacher,10.0
120725,Teacher,30.0
120726,Teacher,50.0
120727,Teacher,2.0
120728,Teacher,42.0
120729,Teacher,65.0
120730,Teacher,34.0
120731,Teacher,30.0
120732,Teacher,59.0
120733,Teacher,19.0
120734,Teacher,30.0
120735,Teacher,29.0
120736,Teacher,5.0
120737,Teacher,7.0
120738,Teacher,40.0
120739,Teacher,35.0
120740,Teacher,33.0
120741,Teacher,39.0
120742,Teacher,33.0
120744,Teacher,55.0
120745,Teacher,35.0
120746,Teacher,55.0
120747,Teacher,3.0
120748,Teacher,34.0
120749,Teacher,29.0
120750,Teacher,39.0
120751,Teacher,187.0
120752,Teacher,41.0
120753,Teacher,28.0
120754,Teacher,2.0
120755,Teacher,28.0
120756,Teacher,28.0
120757,Teacher,28.0
120758,Teacher,20.0
120759,Teacher,14.0
120760,Teacher,70.0
120761,Teacher,20.0
120762,Teacher,30.0
120763,Teacher,21.0
120764,Teacher,21.0
120765,Teacher,20.0
120766,Teacher,20.0
120767,Teacher,952.0
120768,Teacher,189.0
120769,Teacher,134.0
120770,Teacher,10.0
120771,Teacher,25.0
120772,Teacher,13.0
120773,Teacher,61.0
120774,Teacher,68.0
120775,Teacher,936.0
120776,Teacher,64.0
120777,Teacher,27.0
120778,Teacher,14.0
120779,Teacher,3.0
120781,Teacher,30.0
120782,Teacher,10.0
120783,Teacher,72.0
120784,Teacher,26.0
120785,Teacher,119.0
120786,Teacher,34.0
120787,Teacher,828.0
120788,Teacher,481.0
120789,Teacher,21.0
120790,Teacher,43.0
120791,Teacher,67.0
120792,Teacher,285.0
120793,Teacher,210.0
120794,Teacher,152.0
120795,Teacher,208.0
120796,Teacher,153.0
120797,Teacher,210.0
120798,Teacher,28.0
120799,Teacher,31.0
120800,Teacher,29.0
120801,Teacher,30.0
120802,Teacher,28.0
120804,Teacher,11.0
120805,Teacher,97.0
120806,Teacher,37.0
120807,Teacher,10.0
120808,Teacher,27.0
120809,Teacher,1.0
120810,Teacher,36.0
120811,Teacher,19.0
120812,Teacher,28.0
120813,Teacher,97.0
120814,Teacher,39.0
120815,Teacher,152.0
120816,Teacher,36.0
120817,Teacher,28.0
120818,Teacher,9.0
120819,Teacher,30.0
120820,Teacher,36.0
120821,Teacher,22.0
120822,Teacher,62.0
120823,Teacher,15.0
120824,Teacher,39.0
120825,Teacher,49.0
120826,Teacher,12.0
120827,Teacher,28.0
120828,Teacher,38.0
120829,Teacher,16.0
120830,Teacher,85.0
120831,Teacher,58.0
120832,Teacher,2205.0
120833,Teacher,128.0
120834,Teacher,208.0
120835,Teacher,139.0
120836,Teacher,197.0
120837,Teacher,140.0
120838,Teacher,205.0
120839,Teacher,28.0
120840,Teacher,58.0
120841,Teacher,62.0
120842,Teacher,9.0
120843,Teacher,41.0
120844,Teacher,42.0
120845,Teacher,53.0
120846,Teacher,77.0
120847,Teacher,46.0
120848,Teacher,71.0
120849,Teacher,205.0
120850,Teacher,149.0
120851,Teacher,4.0
120852,Teacher,205.0
120853,Teacher,141.0
120854,Teacher,210.0
120855,Teacher,148.0
120856,Teacher,61.0
120857,Teacher,12.0
120858,Teacher,30.0
120859,Teacher,7.0
120860,Teacher,52.0
120861,Teacher,23.0
120862,Teacher,31.0
120863,Teacher,225.0
120864,Teacher,2.0
120865,Teacher,330.0
120866,Teacher,753.0
120867,Teacher,15.0
120868,Teacher,7.0
120869,Teacher,36.0
120870,Teacher,44.0
120872,Teacher,58.0
120873,Teacher,50.0
120874,Teacher,47.0
120875,Teacher,13.0
120876,Teacher,2.0
120877,Teacher,12.0
120878,Teacher,25.0
120879,Teacher,26.0
120880,Teacher,10.0
120881,Teacher,21.0
120882,Teacher,31.0
120883,Teacher,142.0
120884,Teacher,69.0
120886,Teacher,59.0
120887,Teacher,58.0
120888,Teacher,14.0
120889,Teacher,39.0
120890,Teacher,23.0
120891,Teacher,61.0
120892,Teacher,69.0
120893,Teacher,56.0
120894,Teacher,32.0
120895,Teacher,45.0
120896,Teacher,1.0
120897,Teacher,49.0
120898,Teacher,82.0
120899,Teacher,8.0
120900,Teacher,17.0
120901,Teacher,129.0
120902,Teacher,56.0
120903,Teacher,43.0
120904,Teacher,43.0
120905,Teacher,4.0
120906,Teacher,39.0
120907,Teacher,5.0
120908,Teacher,29.0
120909,Teacher,19.0
120910,Teacher,11.0
120911,Teacher,20.0
120912,Teacher,19.0
120913,Teacher,20.0
120914,Teacher,5.0
120915,Teacher,27.0
120916,Teacher,33.0
120917,Teacher,68.0
120918,Teacher,29.0
120919,Teacher,39.0
120920,Teacher,16.0
120921,Teacher,56.0
120922,Teacher,35.0
120923,Teacher,4.0
120925,Teacher,19.0
120926,Teacher,62.0
120927,Teacher,2.0
120928,Teacher,25.0
120929,Teacher,56.0
120930,Teacher,58.0
120931,Teacher,30.0
120932,Teacher,91.0
120933,Teacher,59.0
120934,Teacher,29.0
120936,Teacher,135.0
120937,Teacher,150.0
120938,Teacher,208.0
120939,Teacher,25.0
120940,Teacher,28.0
120941,Teacher,952.0
120942,Teacher,189.0
120943,Teacher,37.0
120944,Teacher,833.0
120945,Teacher,15.0
120946,Teacher,35.0
120947,Teacher,30.0
120948,Teacher,2.0
120949,Teacher,56.0
120950,Teacher,34.0
120951,Teacher,2.0
120952,Teacher,462.0
120953,Teacher,56.0
120954,Teacher,24.0
120955,Teacher,55.0
120956,Teacher,33.0
120957,Teacher,63.0
120958,Teacher,2.0
120959,Teacher,2.0
120960,Teacher,92.0
120961,Teacher,31.0
120962,Teacher,7.0
120963,Teacher,27.0
120964,Teacher,226.0
120965,Teacher,795.0
120966,Teacher,758.0
120967,Teacher,50.0
120968,Teacher,342.0
120969,Teacher,25.0
120970,Teacher,27.0
120971,Teacher,81.0
120972,Teacher,56.0
120973,Teacher,50.0
120974,Teacher,191.0
120975,Teacher,31.0
120976,Teacher,65.0
120977,Teacher,30.0
120978,Teacher,46.0
120979,Teacher,43.0
120980,Teacher,952.0
120981,Teacher,189.0
120982,Teacher,194.0
120983,Teacher,13.0
120984,Teacher,32.0
120985,Teacher,32.0
120986,Teacher,30.0
120987,Teacher,59.0
120988,Teacher,56.0
120989,Teacher,18.0
120990,Teacher,151.0
120991,Teacher,211.0
120992,Teacher,147.0
120993,Teacher,37.0
120994,Teacher,133.0
120995,Teacher,207.0
120996,Teacher,151.0
120997,Teacher,211.0
120998,Teacher,147.0
120999,Teacher,210.0
121000,Teacher,33.0
121001,Teacher,5.0
121002,Teacher,42.0
121003,Teacher,11.0
121004,Teacher,7.0
121005,Teacher,17.0
121006,Teacher,30.0
121007,Teacher,105.0
121008,Teacher,801.0
121009,Teacher,9.0
121010,Teacher,9.0
121011,Teacher,10.0
121012,Teacher,36.0
121013,Teacher,20.0
121014,Teacher,3.0
121015,Teacher,11.0
121016,Teacher,25.0
121017,Teacher,28.0
121018,Teacher,21.0
121019,Teacher,35.0
121020,Teacher,27.0
121021,Teacher,49.0
121022,Teacher,744.0
121023,Teacher,71.0
121024,Teacher,28.0
121025,Teacher,6.0
121026,Teacher,18.0
121027,Teacher,41.0
121028,Teacher,28.0
121029,Teacher,14.0
121030,Teacher,20.0
121031,Teacher,55.0
121032,Teacher,19.0
121033,Teacher,8.0
121034,Teacher,55.0
121036,Teacher,7.0
121039,Teacher,23.0
121040,Teacher,55.0
121041,Teacher,55.0
121042,Teacher,34.0
121043,Teacher,11.0
121044,Teacher,56.0
121045,Teacher,30.0
121046,Teacher,32.0
121047,Teacher,32.0
121048,Teacher,14.0
121049,Teacher,28.0
121050,Teacher,29.0
121051,Teacher,15.0
121052,Teacher,30.0
121053,Teacher,34.0
121054,Teacher,28.0
121055,Teacher,28.0
121056,Teacher,27.0
121057,Teacher,15.0
121058,Teacher,29.0
121059,Teacher,30.0
121060,Teacher,28.0
121061,Teacher,42.0
121062,Teacher,59.0
121063,Teacher,125.0
121064,Teacher,63.0
121065,Teacher,30.0
121066,Teacher,12.0
121067,Teacher,2.0
121068,Teacher,20.0
121069,Teacher,8.0
121070,Teacher,225.0
121071,Teacher,2.0
121072,Teacher,330.0
121073,Teacher,753.0
121074,Teacher,13.0
121075,Teacher,7.0
121076,Teacher,36.0
121077,Teacher,12.0
121078,Teacher,28.0
121079,Teacher,30.0
121080,Teacher,26.0
121081,Teacher,1053.0
121082,Teacher,68.0
121083,Teacher,14.0
121084,Teacher,26.0
121085,Teacher,21.0
121086,Teacher,9.0
121087,Teacher,3.0
121088,Teacher,28.0
121089,Teacher,19.0
121090,Teacher,49.0
121091,Teacher,24.0
121093,Teacher,7.0
121094,Teacher,14.0
121095,Teacher,58.0
121096,Teacher,26.0
121097,Teacher,30.0
121098,Teacher,144.0
121099,Teacher,58.0
121100,Teacher,65.0
121101,Teacher,30.0
121102,Teacher,21.0
121103,Teacher,9.0
121104,Teacher,23.0
121105,Teacher,53.0
121106,Teacher,56.0
121107,Teacher,916.0
121108,Teacher,192.0
121109,Teacher,29.0
121110,Teacher,34.0
121111,Teacher,28.0
121112,Teacher,27.0
121113,Teacher,10.0
121114,Teacher,27.0
121115,Teacher,18.0
121116,Teacher,26.0
121118,Teacher,97.0
121119,Teacher,175.0
121120,Teacher,35.0
121121,Teacher,61.0
121123,Teacher,276.0
121124,Teacher,708.0
121125,Teacher,117.0
121126,Teacher,6.0
121127,Teacher,14.0
121128,Teacher,45.0
121129,Teacher,35.0
121130,Teacher,46.0
121131,Teacher,21.0
121132,Teacher,15.0
121133,Teacher,60.0
121134,Teacher,21.0
121135,Teacher,9.0
121136,Teacher,261.0
121137,Teacher,35.0
121139,Teacher,40.0
121140,Teacher,4.0
121141,Teacher,41.0
121142,Teacher,4.0
121143,Teacher,21.0
121144,Teacher,25.0
121145,Teacher,29.0
121146,Teacher,21.0
121147,Teacher,14.0
121148,Teacher,8.0
121149,Teacher,10.0
121150,Teacher,14.0
121151,Teacher,33.0
121152,Teacher,32.0
121153,Teacher,27.0
121155,Teacher,32.0
121156,Teacher,52.0
121157,Teacher,14.0
121158,Teacher,59.0
121159,Teacher,39.0
121160,Teacher,60.0
121161,Teacher,35.0
121162,Teacher,21.0
121163,Teacher,8.0
121165,Teacher,28.0
121166,Teacher,29.0
121167,Teacher,24.0
121168,Teacher,30.0
121169,Teacher,31.0
121171,Teacher,4.0
121172,Teacher,55.0
121173,Teacher,69.0
121174,Teacher,141.0
121175,Teacher,47.0
121176,Teacher,26.0
121177,Teacher,4.0
121178,Teacher,28.0
121180,Teacher,26.0
121181,Teacher,10.0
121182,Teacher,29.0
121183,Teacher,29.0
121184,Teacher,25.0
121185,Teacher,17.0
121186,Teacher,23.0
121187,Teacher,4.0
121188,Teacher,3.0
121189,Teacher,4.0
121190,Teacher,30.0
121191,Teacher,30.0
121192,Teacher,30.0
121193,Teacher,30.0
121194,Teacher,4.0
121195,Teacher,19.0
121196,Teacher,14.0
121197,Teacher,14.0
121198,Teacher,9.0
121199,Teacher,18.0
121200,Teacher,6.0
121201,Teacher,22.0
121202,Teacher,18.0
121203,Teacher,29.0
121204,Teacher,35.0
121205,Teacher,7.0
121206,Teacher,10.0
121208,Teacher,35.0
121209,Teacher,28.0
121210,Teacher,31.0
121211,Teacher,36.0
121212,Teacher,5.0
121213,Teacher,2.0
121214,Teacher,29.0
121215,Teacher,13.0
121216,Teacher,6.0
121217,Teacher,29.0
121218,Teacher,28.0
121219,Teacher,35.0
121220,Teacher,36.0
121221,Teacher,9.0
121222,Teacher,14.0
121223,Teacher,43.0
121224,Teacher,60.0
121225,Teacher,60.0
121226,Teacher,7.0
121227,Teacher,34.0
121228,Teacher,51.0
121229,Teacher,14.0
121230,Teacher,1.0
121231,Teacher,24.0
121232,Teacher,22.0
121233,Teacher,252.0
121234,Teacher,57.0
121235,Teacher,56.0
121236,Teacher,32.0
121237,Teacher,6.0
121238,Teacher,73.0
121239,Teacher,8.0
121240,Teacher,8.0
121241,Teacher,28.0
121242,Teacher,6.0
121243,Teacher,21.0
121244,Teacher,17.0
121245,Teacher,192.0
121246,Teacher,58.0
121247,Teacher,6.0
121248,Teacher,17.0
121249,Teacher,63.0
121250,Teacher,29.0
121251,Teacher,28.0
121252,Teacher,30.0
121253,Teacher,26.0
121254,Teacher,28.0
121255,Teacher,68.0
121256,Teacher,25.0
121257,Teacher,26.0
121258,Teacher,22.0
121259,Teacher,9.0
121260,Teacher,20.0
121261,Teacher,9.0
121262,Teacher,1.0
121263,Teacher,61.0
121264,Teacher,28.0
121265,Teacher,28.0
121266,Teacher,25.0
121267,Teacher,11.0
121268,Teacher,6.0
121269,Teacher,101.0
121270,Teacher,17.0
121271,Teacher,22.0
121272,Teacher,125.0
121273,Teacher,33.0
121274,Teacher,46.0
121275,Teacher,31.0
121276,Teacher,29.0
121277,Teacher,19.0
121278,Teacher,59.0
121279,Teacher,34.0
121280,Teacher,154.0
121281,Teacher,1.0
121282,Teacher,208.0
121283,Teacher,139.0
121284,Teacher,30.0
121285,Teacher,10.0
121286,Teacher,27.0
121287,Teacher,69.0
121288,Teacher,66.0
121289,Teacher,29.0
121290,Teacher,8.0
121291,Teacher,23.0
121292,Teacher,19.0
121293,Teacher,25.0
121294,Teacher,11.0
121295,Teacher,52.0
121296,Teacher,50.0
121297,Teacher,29.0
121298,Teacher,65.0
121299,Teacher,58.0
121300,Teacher,28.0
121301,Teacher,27.0
121302,Teacher,10.0
121303,Teacher,25.0
121304,Teacher,136.0
121305,Teacher,61.0
121306,Teacher,22.0
121307,Teacher,57.0
121308,Teacher,5.0
121309,Teacher,3.0
121310,Teacher,2.0
121311,Teacher,27.0
121312,Teacher,4.0
121313,Teacher,39.0
121314,Teacher,10.0
121315,Teacher,30.0
121316,Teacher,21.0
121317,Teacher,15.0
121318,Teacher,10.0
121319,Teacher,121.0
121320,Teacher,22.0
121321,Teacher,207.0
121322,Teacher,151.0
121323,Teacher,211.0
121324,Teacher,147.0
121325,Teacher,210.0
121326,Teacher,9.0
121327,Teacher,48.0
121328,Teacher,13.0
121329,Teacher,57.0
121330,Teacher,26.0
121331,Teacher,337.0
121332,Teacher,106.0
121333,Teacher,8.0
121334,Teacher,130.0
121335,Teacher,24.0
121336,Teacher,8.0
121337,Teacher,131.0
121338,Teacher,5.0
121339,Teacher,18.0
121340,Teacher,9.0
121341,Teacher,56.0
121342,Teacher,26.0
121343,Teacher,32.0
121344,Teacher,21.0
121346,Teacher,16.0
121348,Teacher,21.0
121349,Teacher,60.0
121350,Teacher,29.0
121351,Teacher,54.0
121352,Teacher,13.0
121353,Teacher,42.0
121354,Teacher,145.0
121355,Teacher,77.0
121356,Teacher,103.0
121357,Teacher,57.0
121358,Teacher,27.0
121359,Teacher,19.0
121360,Teacher,41.0
121361,Teacher,204.0
121362,Teacher,496.0
121363,Teacher,24.0
121364,Teacher,5.0
121365,Teacher,39.0
121366,Teacher,26.0
121367,Teacher,14.0
121368,Teacher,126.0
121369,Teacher,2.0
121370,Teacher,3.0
121371,Teacher,20.0
121372,Teacher,56.0
121373,Teacher,35.0
121374,Teacher,52.0
121375,Teacher,127.0
121376,Teacher,119.0
121377,Teacher,1.0
121378,Teacher,208.0
121379,Teacher,139.0
121380,Teacher,41.0
121381,Teacher,60.0
121382,Teacher,2.0
121383,Teacher,25.0
121384,Teacher,29.0
121385,Teacher,31.0
121386,Teacher,32.0
121387,Teacher,12.0
121388,Teacher,27.0
121389,Teacher,43.0
121390,Teacher,22.0
121391,Teacher,86.0
121392,Teacher,6.0
121393,Teacher,28.0
121394,Teacher,6.0
121395,Teacher,25.0
